pH,EC,CO3,Cl,SO4,TH,Ca,Mg,Na,TDS,Temperature
7.8,716,0,70,37,210,48,22,63,465,23.39297852
7.28,410,0,42,19,105,22,12,44,267,27.30868491
7.73,1402,0,122,47,430,90,50,119,911,26.16789825
7.52,878,0,82,21,210,58,16,101,571,23.5292063
7.62,597,0,67,5,145,36,13,65,388,23.40586521
7.81,576,0,62,22,170,38,18,50,374,25.27571562
7.6,1521,0,165,46,380,78,45,171,989,23.59878508
7.88,1190,0,87,64,268,75,20,147,774,24.39980495
7.7,1601,0,178,52,455,93,54,156,1041,26.90890996
7.65,1148,0,146,41,313,73,32,105,746,26.69334439
7.57,1073,0,94,29,338,79,34,81,697,25.93902632
7.35,425,0,45,8,157,36,16,26,276,25.32140693
7.81,1060,0,42,25,268,44,38,117,689,27.74246415
7.37,930,0,78,26,348,67,44,69,605,27.05818972
7.32,722,0,50,15,318,71,34,22,469,27.70902133
7.53,995,0,101,43,414,105,37,35,647,23.94218061
7.83,1288,0,178,35,232,53,25,172,837,23.47846175
7.84,865,0,92,42,232,51,26,88,562,23.02278971
7.36,1020,0,126,72,273,69,25,107,663,27.64053781
7.9,863,0,35,16,232,42,31,90,561,25.35425198
7.52,402,0,20,35,131,36,10,28,261,24.89147853
7.59,1410,0,166,10,561,133,55,61,917,25.48658189
7.66,882,0,74,67,364,75,43,31,573,25.22818184
7.67,408,0,15,15,146,46,7,22,265,23.7427694
7.68,1909,0,247,62,660,74,116,140,1241,25.69059924
7.48,865,0,92,13,350,88,32,30,562,25.73746635
7.63,838,0,20,20,245,64,21,75,545,24.0748737
7.66,650,0,17,12,240,78,11,25,423,26.20743507
8.01,765,0,77,60,65,18,5,140,497,26.64774797
7.5,1528,0,242,32,660,136,78,45,993,27.53183539
7.35,875,0,59,19,360,82,38,32,569,23.95147976
7.1,902,0,69,10,325,92,23,55,586,24.73972751
7.12,1145,0,89,12,330,78,33,98,744,26.95397946
7.25,1385,0,361,72,230,80,7,205,900,24.44463182
7.68,798,0,47,62,190,46,18,92,519,26.58704521
7.23,978,0,72,42,460,64,73,30,636,24.00648195
7.88,795,0,85,22,275,76,21,59,517,23.12264129
7.94,620,0,23,12,285,82,19,18,403,25.6897961
7.9,705,0,45,26,290,80,22,30,458,25.57163823
7.83,960,0,132,32,285,76,23,89,624,25.76512882
7.94,1010,0,97,9,325,102,17,79,657,23.38710199
7.11,308,0,12,14,130,28,15,9,200,24.54895506
7.84,612,0,35,19,255,72,18,25,398,27.05151029
7.76,987,0,90,7,280,82,18,95,642,25.49770762
7.73,780,0,65,27,290,78,23,43,507,26.60769507
7.41,429,0,32,24,165,40,16,22,279,27.36510978
7.72,440,0,27,16,175,48,13,18,286,26.61431918
7.89,455,0,12,11,170,46,13,24,296,24.92896087
7.83,1154,0,140,12,395,94,39,91,750,23.79636756
7.96,900,0,57,17,365,96,30,41,585,24.04385194
7.62,465,0,30,10,160,46,11,28,302,23.66735443
7.84,1107,0,67,13,375,42,66,80,720,25.5656839
7.54,665,0,37,20,265,54,32,28,432,26.48581506
7.42,1605,0,177,55,485,132,38,142,1043,26.95808161
8.01,500,0,42,12,200,42,23,21,325,24.35658676
7.81,710,0,45,20,135,48,4,95,462,27.98373197
7.62,1085,0,192,6,460,102,50,25,705,25.05172079
7.52,785,0,47,11,290,68,29,46,510,24.76672281
7.56,705,0,55,8,225,36,33,57,458,25.38935557
8,1800,0,260,25,425,38,80,210,1170,26.56750423
7.42,425,0,42,13,165,32,21,20,276,25.26268585
7.62,765,0,77,8,310,66,35,32,497,26.72145872
7.85,658,0,30,22,210,40,27,48,428,24.30868452
7.91,655,0,40,13,240,54,26,38,426,24.55557194
7.63,835,0,20,15,285,44,43,58,543,26.02704824
7.6,1340,0,245,32,525,82,78,63,871,27.78515968
7.9,808,0,35,10,245,30,41,63,525,25.24630023
8.12,1053,0,115,20,265,42,39,110,684,24.63899337
7.98,525,0,47,10,195,44,21,28,341,23.80843763
7.01,850,0,85,120,325,58,44,43,553,27.13189455
7.73,635,0,35,13,240,36,36,33,413,27.11152965
7.65,1165,0,124,30,440,100,46,62,757,23.79763338
7.52,743,0,49,13,285,96,11,35,483,24.93715445
7.35,715,0,94,22,205,58,15,72,465,24.29090463
7.85,865,0,134,13,255,60,26,70,562,23.94082149
7.68,300,0,25,11,100,22,11,20,195,23.45982632
7.5,1120,0,176,25,305,26,58,120,728,26.83075604
7.6,2400,0,384,34,855,256,52,148,1560,23.07181241
7.75,582,0,64,20,175,40,18,50,378,23.10206817
7.85,505,0,22,15,210,50,21,25,328,25.07694625
7.52,1025,0,79,18,280,68,27,105,666,24.43895199
7.68,695,0,129,30,215,58,17,60,452,24.82737559
7.45,805,0,40,10,220,60,17,79,523,26.34160933
7.7,1255,0,233,25,220,46,26,175,816,26.89850213
7.78,765,0,45,10,210,40,27,77,497,23.64533784
7.58,2135,0,505,30,600,170,43,205,1388,27.20799848
7.69,788,0,62,12,260,72,19,58,512,25.72944363
7.65,544,0,25,16,220,68,12,22,354,25.78371303
7.78,2189,0,374,65,440,106,43,285,1423,26.43653392
7.61,905,0,25,15,320,42,52,59,588,27.26950898
6.95,415,0,70,26,35,10,2,75,270,26.55180691
7.58,1260,0,82,15,480,80,68,65,819,24.74387582
7.99,1110,0,107,85,385,52,62,72,722,25.15459033
7.54,700,0,42,20,210,78,4,61,455,27.57890425
7.74,1490,0,42,8,230,40,32,234,969,27.17653615
7.22,1075,0,67,25,485,70,75,20,699,26.43820224
7.59,895,0,35,33,440,70,64,25,582,26.86250792
7.7,1200,0,100,14,440,68,66,72,780,26.14595294
7.36,1130,0,70,10,350,50,55,98,735,25.69274081
7.52,762,0,35,5,348,77,38,13,402,25.92949536
7.41,805,0,49,10,374,81,42,10,427,26.89043317
7.54,715,0,27,5,268,53,33,43,373,23.04871809
7.52,790,0,32,20,288,51,39,47,428,24.5799833
7.49,750,0,15,10,328,46,52,20,388,24.21334098
7.57,605,0,22,8,237,57,23,29,342,24.13004037
7.19,808,0,74,20,369,71,47,13,426,27.24889196
7.25,882,0,57,5,343,121,10,43,495,27.19004883
7.48,720,0,15,12,348,79,37,4,383,27.11873104
7.2,865,0,54,14,333,81,32,44,480,23.52687786
7.51,840,0,32,11,375,56,57,18,435,26.62790963
7.19,630,0,15,10,325,76,33,11,391,24.30604263
7.39,1250,0,62,28,565,98,78,25,669,23.74184184
7.53,1185,0,90,20,395,98,36,88,649,26.09119977
7.49,893,0,50,10,405,112,30,17,471,23.24760726
7.32,832,0,30,9,290,62,33,56,451,26.70502759
7.39,630,0,25,10,270,56,32,28,358,25.47168503
7.3,542,0,17,9,260,60,27,8,314,24.96500359
7.38,1285,0,152,50,465,148,23,67,728,27.72072433
7.4,1100,0,70,20,380,102,30,75,715,27.73141198
7.45,645,0,30,10,270,48,36,30,419,27.14965567
7.55,2565,0,430,122,680,120,92,260,1667,25.05923104
7.42,2475,0,475,42,545,136,50,302,1609,24.54478367
7.62,2045,0,360,10,740,186,67,123,1329,25.403866
7.85,950,0,65,13,205,42,24,120,618,26.57241528
7.75,1280,0,125,43,345,98,24,130,832,23.31842337
7.8,1240,0,190,45,260,78,16,155,806,26.72224482
7.35,1265,0,90,78,395,72,52,105,822,27.18751876
7.52,760,0,35,35,250,50,30,56,494,24.61255818
7.39,725,0,40,19,200,50,18,72,471,25.6142291
7.62,2475,0,400,55,1000,270,79,105,1609,25.87759757
7.45,1825,0,147,98,535,126,54,165,1186,23.33051401
7.51,705,0,35,51,210,46,23,59,458,23.28706084
7.41,1080,0,65,65,360,86,35,73,702,25.42907493
7.55,1181,0,72,85,355,60,50,105,768,23.72692834
7.62,838,0,32,62,265,56,30,67,545,27.18447062
7.47,1370,0,80,65,435,60,69,108,891,24.89064406
7.6,3560,0,850,57,1250,280,134,205,2314,24.28868808
7.61,800,0,45,32,275,66,27,53,520,23.8794357
7.52,1110,0,85,6,380,66,52,76,722,23.53210246
7.81,2555,0,445,20,435,38,83,372,1661,25.32836747
7.03,1202,0,105,82,365,88,35,110,781,27.16143372
7.48,1028,0,92,16,325,78,32,83,668,24.38753263
7.25,630,0,70,32,190,44,19,55,410,26.48943427
7.71,986,0,105,47,275,66,27,94,641,27.48690985
7.76,872,0,72,30,290,62,33,60,567,24.14229606
7.14,931,0,99,29,295,68,30,76,605,24.22791121
7.62,965,0,112,45,285,78,22,88,627,25.91234019
7.25,935,0,130,34,225,58,19,105,608,25.76362343
7.58,626,0,67,38,190,40,22,51,407,23.2710606
7.23,950,0,95,26,260,64,24,88,618,25.71292691
7.33,451,0,45,23,145,34,15,34,293,27.19706002
6.69,844,0,80,48,240,64,19,73,549,23.23531165
7.35,618,0,65,32,140,38,11,74,402,27.99072371
7.39,947,0,87,41,315,68,35,67,616,27.04798961
7.7,827,0,72,22,235,61,20,78,538,26.45362088
7.34,887,0,92,38,285,66,29,63,577,23.79282163
7.78,283,0,22,22,75,18,7,25,184,24.58499377
7.23,1096,0,97,50,390,89,41,65,712,27.24237573
7.34,561,0,45,52,195,44,21,36,365,25.5364466
7.21,1031,0,92,49,310,68,34,86,670,27.09937605
7.61,637,0,80,10,185,44,18,57,414,23.06538359
7.25,676,0,62,24,220,62,16,49,439,26.95930702
7.37,323,0,27,18,100,22,11,27,210,24.61244471
7.76,806,0,67,32,265,56,30,59,524,25.73203281
7.48,470,0,47,28,160,34,18,31,306,27.22667295
7.61,926,0,92,28,260,58,28,89,602,27.21389047
7.26,480,0,45,13,150,32,17,39,312,24.3832387
7.54,984,0,127,30,255,64,23,104,640,27.78144759
7.49,1152,0,117,52,360,82,38,91,749,23.08243119
7.51,662,0,52,19,225,58,19,46,430,25.14836595
7.66,447,0,30,22,170,44,15,22,291,24.09290476
7.56,685,0,69,41,278,81,18,25,445,25.79179469
7.45,1155,0,84,41,384,127,16,83,751,23.13742111
7.58,735,0,62,25,258,73,18,45,478,24.52833488
7.24,2356,0,478,95,394,83,45,355,1531,26.38261585
7.99,1290,0,136,95,424,101,42,98,839,27.8918516
7.28,1245,0,166,45,460,103,49,72,809,24.99787142
7.52,898,0,59,5,258,69,21,80,584,27.35840785
7.46,678,0,35,42,268,87,12,24,441,23.83294417
7.48,1175,0,109,35,505,154,29,35,764,23.79741107
7.7,785,0,20,30,298,69,31,40,510,25.02526527
7.22,1194,0,112,28,455,130,32,71,776,23.38421999
7.43,1017,0,152,14,260,82,13,104,661,24.06392029
7.88,1395,0,145,33,500,128,44,97,907,25.23916573
7.37,211,0,17,2,65,18,5,16,137,24.53348702
7.17,255,0,22,25,90,24,7,15,166,24.74987506
7.83,608,0,42,14,230,64,17,29,395,24.34884171
7.71,620,0,45,18,225,62,17,29,403,23.24796006
7.76,642,0,105,22,120,30,11,69,417,26.94921515
6.91,340,0,25,5,105,30,7,23,221,23.71459227
6.98,391,0,45,19,120,28,12,29,254,24.88264041
7.96,994,0,72,15,270,68,24,58,646,23.13343548
7.44,2060,0,357,30,500,108,56,244,1339,26.21718422
7.65,1094,0,72,21,465,96,55,45,711,26.78315927
7.47,755,0,42,18,295,80,23,30,491,27.80173418
7.49,715,0,42,5,245,78,12,47,465,27.23771238
8.06,1415,0,117,11,505,144,35,78,920,24.50717887
7.55,1012,0,84,14,414,89,47,57,658,25.05880124
7.46,324,0,17,16,121,34,9,17,211,27.03281566
7.58,644,0,32,12,268,57,31,33,419,25.97367266
7.65,744,0,101,24,217,55,20,70,484,26.9810179
7.24,976,0,116,19,288,85,18,87,634,25.80545707
7.68,1021,0,74,18,222,46,26,142,664,23.25435674
7.57,649,0,20,14,177,46,15,73,422,23.14666343
7.71,656,0,67,16,237,48,28,54,426,26.77393454
7.69,655,0,35,8,217,55,20,52,426,27.03908777
7.71,683,0,45,14,207,63,12,57,444,23.51726112
7.7,703,0,47,24,86,28,4,125,457,26.94794707
8.08,619,0,37,19,76,16,9,113,402,27.01691714
7.54,581,0,64,26,162,44,12,60,378,23.26119634
7.33,808,0,47,15,323,65,39,45,525,23.09912151
7.62,637,0,67,27,172,46,14,64,414,23.51435296
7.64,585,0,79,13,131,48,2,71,380,24.73067741
7.51,622,0,62,16,207,57,16,49,404,24.31783482
7.66,820,0,37,19,333,69,39,50,533,27.0738638
7.44,719,0,35,15,278,57,33,38,467,23.10914638
7.43,622,0,20,11,232,55,23,43,404,26.99614636
7.73,480,0,20,29,182,42,18,33,312,24.50928872
7.33,712,0,45,35,300,66,33,36,463,24.61447011
7.64,658,0,25,20,255,56,28,42,428,23.54335996
7.83,708,0,50,9,285,60,33,45,460,27.90574978
7.59,833,0,77,18,300,74,28,63,541,24.92976413
7.56,1150,0,65,17,420,106,38,69,748,27.55414324
7.86,555,0,42,15,205,52,18,38,361,27.19500169
7.84,356,0,17,8,125,38,7,26,231,26.78678652
8.05,1736,0,77,22,645,178,49,95,1128,23.91892086
7.76,1122,0,52,11,460,142,26,49,729,26.30506653
7.97,989,0,72,18,390,112,27,52,643,25.03095345
7.72,962,0,52,13,355,118,15,62,625,25.93814962
7.89,945,0,32,20,375,104,28,45,614,23.01108763
7.73,460,0,25,10,155,42,12,35,299,24.59074429
8.07,1322,0,57,18,510,156,29,76,859,23.46286695
8.01,895,0,35,26,390,104,32,32,582,25.96453657
7.94,742,0,57,18,220,74,9,74,482,25.50473743
8.02,1325,0,62,22,605,178,39,45,861,27.62111839
7.86,1350,0,82,14,575,192,23,56,878,23.2881014
7.92,512,0,15,5,190,46,18,33,333,27.80621418
7.96,1188,0,97,22,440,112,39,80,772,23.71226852
8.01,1001,0,65,11,380,118,21,74,651,24.45020752
7.97,1268,0,110,14,340,104,19,140,824,27.32572784
7.84,989,0,67,8,335,102,19,77,643,27.79946305
7.98,661,0,70,18,195,58,12,60,430,27.13568071
8.06,821,0,27,8,330,98,21,42,534,23.67384756
8.12,722,0,62,5,270,76,19,47,469,24.10256328
7.78,625,0,75,17,190,62,9,49,406,23.2885548
7.82,935,0,80,34,340,94,26,55,608,27.13035268
8.07,1870,0,220,23,510,104,61,173,1216,27.74652618
7.79,955,0,85,16,360,86,35,57,621,24.56185547
7.95,515,0,12,19,225,54,22,17,335,26.47847106
8.02,985,0,60,34,400,90,43,41,640,27.94434207
8.35,455,18,40,14,50,12,5,76,296,26.31667358
8.06,525,0,10,17,205,60,13,29,341,27.7312962
8,800,0,47,23,330,74,35,32,520,23.80489811
7.89,479,0,15,12,200,56,15,18,311,27.80361369
7.8,1028,0,85,35,380,96,34,56,668,27.94839353
7.8,700,0,50,29,270,64,27,34,455,23.85152086
7.83,389,0,17,11,155,38,15,14,253,26.18246433
7.73,346,0,10,5,135,36,11,12,225,24.93720728
7.83,701,0,27,14,295,78,24,23,456,25.62515067
7.79,1487,0,210,29,450,102,47,136,967,24.78308313
6.74,680,0,62,31,230,54,23,42,442,27.24615767
7.24,186,0,7,1,65,16,6,8,121,23.68651187
7.62,433,0,32,25,155,38,15,24,281,23.33304587
7.8,670,0,52,35,250,74,16,37,436,26.95797081
6.82,337,0,10,17,135,34,12,9,219,27.11162732
7.9,579,0,12,14,230,58,21,29,376,25.94237155
7.65,722,0,42,28,290,68,29,34,469,23.39645534
7.61,1666,0,205,42,525,144,40,137,1083,24.64089399
7.94,849,0,105,18,250,52,29,83,552,27.77636812
7.75,287,0,10,14,110,26,11,10,187,23.54313004
7.22,1796,0,181,78,566,156,43,144,1167,27.35017591
7.68,450,0,25,20,111,28,10,48,293,27.09761212
7.33,2839,0,240,97,843,230,65,255,1845,27.66963497
7.58,1074,0,89,41,359,99,27,76,698,27.55788906
7.78,1371,0,153,53,384,85,42,135,891,24.12022688
7.48,1134,0,139,34,323,77,32,110,737,26.08178198
7.8,990,0,93,45,293,65,32,89,644,25.90366038
7.56,972,0,79,38,318,71,34,74,632,27.62466129
7.63,692,0,69,26,167,38,17,80,450,27.15699284
7.66,566,0,54,19,146,34,15,57,368,25.40583007
7.4,1698,0,79,56,399,87,44,197,1104,26.03255013
7.39,1290,0,104,32,348,81,36,129,839,27.1183141
7.66,1108,0,122,38,320,78,30,100,720,27.13159956
7.46,1277,0,87,42,415,92,45,95,830,25.11480477
7.39,1120,0,105,35,325,70,36,104,728,26.26306536
7.51,845,0,105,48,235,58,22,82,549,25.28163863
7.33,1948,0,270,50,540,116,61,191,1266,27.73969126
7.68,958,0,95,46,285,64,30,84,623,27.01487994
7.58,875,0,68,10,275,58,32,69,569,26.57789723
7.38,1644,0,174,25,510,146,35,135,1069,24.34382538
7.54,1549,0,132,53,495,104,57,119,1007,23.14000208
7.65,1445,0,197,48,375,78,44,150,939,26.13046795
7.47,1090,0,110,26,240,54,26,136,709,24.46122342
7.62,1045,0,40,11,280,30,50,115,679,25.70260514
7.65,810,0,37,10,325,62,41,33,527,26.45461171
7.8,1020,0,42,18,345,36,62,70,663,27.23203057
7.89,1925,0,121,43,210,26,35,335,1251,24.43120364
7.95,1105,0,101,25,395,96,38,70,718,26.76930702
7.9,1795,0,126,50,365,20,77,240,1167,23.97346467
7.5,1972,0,205,36,625,70,109,133,1282,25.00231144
7.35,1968,0,386,32,810,180,88,72,1279,26.76513232
8.05,1108,0,94,10,460,40,88,40,720,25.20016696
8,2235,0,386,22,570,170,35,265,1453,25.0457727
8.02,1065,0,54,35,300,50,43,105,692,25.79501253
7.68,1278,0,166,20,520,66,86,52,831,24.10104363
7.72,592,0,32,20,225,66,15,30,385,25.83774091
7.7,605,0,22,18,250,48,32,20,393,26.57667528
8.17,1285,0,127,22,540,182,21,54,835,27.67831965
8.03,1025,0,35,14,385,112,26,59,666,25.25044276
8.12,932,0,22,10,295,84,21,79,606,26.27042496
7.96,1622,0,87,16,505,164,23,145,1054,26.15979913
8.08,1056,0,22,13,270,78,18,125,686,26.92860199
7.73,1089,0,87,17,445,144,21,50,708,24.61607469
7.92,1092,0,32,24,255,70,19,132,710,23.48996157
7.87,325,0,20,7,120,32,10,18,211,26.06737911
7.86,888,0,67,5,360,104,24,37,577,26.99802116
7.27,1052,0,92,27,375,112,23,98,684,26.88269092
7.96,1089,0,62,12,405,134,17,64,708,26.93087459
7.85,1256,0,82,17,550,178,26,39,816,26.69053453
7.62,1302,0,180,16,405,124,23,112,846,26.67671644
7.89,982,0,40,8,320,112,10,78,638,27.27328581
7.62,876,0,27,6,320,118,6,58,569,23.60949891
7.23,845,0,60,14,255,70,19,79,549,25.01823005
7.65,875,0,15,22,100,22,11,158,569,25.80913427
8.02,296,0,22,9,80,18,9,32,192,26.05223012
7.64,1500,0,230,27,439,93,50,165,975,24.20876503
7.38,1100,0,87,24,394,119,23,60,715,25.26492666
7.26,967,0,74,19,379,119,20,50,629,24.14988529
7.61,1750,0,334,26,394,97,37,217,1138,24.76750018
7.42,2695,0,346,45,808,259,39,225,1752,24.75500538
7.72,1310,0,124,17,409,91,44,104,852,27.71672081
7.28,969,0,87,24,323,75,33,70,630,23.17956076
7.19,1744,0,198,37,581,131,61,130,1134,24.40961076
7.46,1151,0,116,26,394,93,39,84,748,26.80968788
7.4,2230,0,376,40,626,137,69,245,1450,23.51955644
7.33,2170,0,275,21,662,164,61,185,1411,23.45250247
7.48,601,0,40,20,187,40,21,48,391,23.72336961
7.81,1426,0,168,17,268,63,27,224,927,26.01634012
7.74,1011,0,79,23,328,75,34,54,657,24.79659753
7.12,335,0,22,8,101,26,9,27,218,25.24435258
7.56,2086,0,332,17,561,129,58,227,1356,23.36876203
7.33,840,0,64,32,328,69,38,45,546,26.38006879
7.39,930,0,89,18,354,77,39,60,605,24.89947056
7.47,1655,0,275,45,515,109,59,160,1076,27.01569889
7.61,2900,0,772,28,389,139,10,510,1885,23.97810439
7.81,2260,0,280,37,328,71,37,407,1469,24.66784067
7.29,1870,0,324,28,571,117,68,165,1216,24.01238561
7.81,982,0,102,21,280,70,26,95,638,25.29822635
8,323,0,15,10,100,22,11,24,210,24.42936975
7.85,848,0,87,34,265,78,17,68,551,24.81993377
8.05,358,0,17,13,145,34,15,14,233,24.00386134
7.71,245,0,22,9,85,18,10,16,159,27.56472381
7.43,297,0,25,14,95,20,11,23,193,26.47506676
7.97,748,0,45,19,265,76,18,48,486,24.57153331
7.41,1044,0,115,17,305,66,34,96,679,26.43920518
7.75,493,0,30,21,160,32,19,39,320,27.38740558
7.47,702,0,72,16,215,46,24,61,456,24.08331017
7.81,534,0,40,11,145,30,17,52,347,24.39629147
7.75,600,0,45,23,165,34,19,61,390,27.83349443
7.94,930,0,117,10,235,60,21,103,605,27.31990041
8.15,1072,0,132,38,215,44,26,145,697,27.41923409
7.64,1192,0,230,17,255,62,24,152,775,23.65613552
8.06,707,0,52,25,245,72,16,45,460,23.10348526
7.46,1351,0,162,34,290,60,34,176,878,27.65473861
7.87,1334,0,150,59,365,76,43,136,867,24.17203831
8.07,568,0,50,19,155,32,18,57,369,23.19495757
8.16,411,0,22,12,130,28,15,33,267,27.35383481
7.81,728,0,57,15,225,46,27,61,473,23.81062446
7.99,629,0,42,27,210,42,26,44,409,23.70555759
8.09,983,0,134.99622,29,235,48,27.968,117,638.95,24.63723792
8.15,437,0,22.49937,12,160,34,18.24,25,284.05,25.92579669
8.22,825,29.7,12,3,270,40,41,63,536,24.65594061
7.81,922,0,100,4,305,78,27,70,599,24.35248765
7.32,1055,0,135,6,315,86,24,96,686,24.77959637
7.6,545,0,17,10,250,52,29,9,354,27.86506534
7.24,1357,0,237,4,565,152,45,50,882,26.41073088
7.62,792,0,85,6,315,96,18,35,515,23.41023189
8.23,663,11.88,15,5,250,36,39,36,431,27.46630811
7.89,852,0,140,11,275,84,16,65,554,26.08699965
7.93,758,0,20,8,250,84,10,55,493,24.23152664
7.64,540,0,52,30,180,60,7,34,351,24.29265707
7.58,694,0,70,8,205,72,6,64,451,27.4922998
7.85,637,0,15,8,245,60,23,30,414,27.14099574
7.74,505,0,30,8,190,68,5,27,328,24.07411669
7.53,690,0,90,25,220,68,12,54,449,23.232628
7.5,660,0,40,15,275,84,16,22,429,27.80774404
7.25,906,0,57,8,315,112,9,60,589,25.2668877
7.66,672,0,55,5,175,60,6,73,437,27.16996379
7.88,650,0,47,12,215,64,13,48,423,25.33768878
8.02,675,0,82,8,255,60,26,36,439,27.45106419
7.66,832,0,65,6,355,68,45,26,541,26.77251435
7.8,705,0,90,11,325,112,11,18,458,26.95729912
7.99,765,0,120,14,200,60,12,80,497,27.15334469
7.91,902,0,82,63,285,56,35,72,586,23.61740036
7.5,1425,0,145,8,580,96,83,55,926,23.18565187
7.78,1275,0,54,22,535,152,38,52,829,27.30155245
7.08,2415,0,299,42,813,267,36,198,1570,25.50469603
7.72,745,0,15,14,258,85,11,52,484,26.66922732
7.52,642,0,27,20,247,71,17,32,417,23.30835278
7.56,900,0,72,32,323,91,88,55,585,26.95319553
7.23,698,0,27,8,283,99,9,35,454,26.88053058
7.51,1688,0,223,25,444,125,32,178,1097,25.7687163
7.26,910,0,47,14,338,103,20,52,592,27.04394741
7.62,1850,0,257,35,490,139,34,194,1203,25.51131332
7.28,802,0,77,19,288,83,20,58,521,25.31470363
6.98,1214,0,188,26,333,105,17,137,789,25.82060501
7.34,1208,0,121,21,399,113,28,98,785,25.84815268
7.98,1923,0,136,22,631,166,53,170,1250,23.24029641
7.62,900,0,52,12,258,73,18,94,585,26.24308303
7.54,798,0,111,14,136,38,10,118,519,26.92584989
7.69,1625,0,223,23,500,139,37,152,1056,24.31762566
7.32,1802,0,208,38,525,158,32,178,1171,26.44835404
7.44,915,0,79,18,232,71,14,108,595,25.04947387
7.6,954,0,121,32,313,71,33,80,620,24.32212388
7.58,878,0,64,12,285,70,27,72,571,25.21335692
7.39,2124,0,346,36,570,144,51,235,1381,23.0609167
7.24,1390,0,146,20,470,98,55,106,904,23.69144608
7.5,876,0,124,29,115,38,5,140,569,24.13247035
7.85,1079,0,67,24,190,42,21,153,701,25.96358858
7.66,1497,0,322,18,265,60,28,210,973,24.57376477
7.43,1985,0,250,35,640,172,51,165,1290,26.45883037
7.74,1655,0,250,29,415,114,32,180,1076,24.42113934
7.58,1662,0,329,22,310,108,10,232,1080,24.66407949
7.82,878,0,96,19,180,42,18,119,571,23.1981633
7.56,1168,0,72,31,495,106,56,50,759,24.05358771
7.72,620,0,40,19,170,38,18,65,403,23.78798712
7.61,1130,0,208,24,180,42,18,168,735,23.49432251
7.48,560,0,35,19,210,56,17,25,364,25.87368613
7.71,1204,0,134,33,400,102,35,88,783,24.67930514
7.77,1254,0,195,15,145,50,5,211,815,27.35496775
7.59,751,0,59,19,280,66,28,44,488,26.7314477
7.39,1281,0,213,16,305,82,24,161,833,26.99327765
7.62,780,0,134,13,170,46,13,104,507,26.53337703
7.61,1610,0,349,39,330,104,17,235,1047,26.12433869
7.51,795,0,89,22,140,46,6,128,517,24.6232931
7.36,1618,0,401,28,320,80,29,255,1052,23.87060097
7.92,465,0,27,5,120,38,6,49,302,23.87870022
7.81,1110,0,100,14,395,84,45,89,722,26.54340178
7.48,921,0,50,17,345,70,41,65,599,25.04715535
7.47,2380,0,390,45,700,222,35,244,1547,25.52958745
7.45,978,0,95,15,325,66,39,81,636,27.41729444
7.64,1359,0,262,50,505,150,32,75,883,27.18442059
8.1,821,0,39,106,310,68,34,42,533,27.77728798
8.18,803,0,40,113,255,82,12,63,522,27.51154108
8.07,785,0,11,4,155,26,22,105,510,23.87163018
8.03,812,0,132,88,250,18,33,65,528,26.62069054
7.93,1113,0,142,24,365,100,28,83,723,24.07023859
8.12,1324,0,267,80,485,154,24,75,861,26.185027
8.12,818,0,97,36,235,54,24,72,532,23.05407369
7.79,978,0,150,45,355,92,30,55,636,23.6510882
8.03,1262,0,147,105,550,165,33,32,820,24.5016942
8,525,0,45,6,210,78,15,20,341,27.06334784
8.15,293,0,22,5,110,30,9,14,190,25.97753957
7.86,754,0,77,10,260,56,29,50,490,25.73500644
8.18,549,0,45,11,180,44,17,38,357,27.230258
8.08,334,0,30,8,95,32,4,26,217,25.66611362
7.77,1359,0,25,385,650,236,15,10,883,26.7618621
7.69,2207,0,225,492,925,270,61,65,1435,25.81038493
7.75,1344,0,70,345,470,164,15,86,874,26.5125437
7.74,1931,0,52,678,885,224,79,34,1255,23.65298797
7.81,1776,0,245,135,530,86,77,135.4,1154,26.47399847
8.09,1165,0,110,10,460,44,85,50,757,24.82169963
8,1071,0,137,25,285,86,17,80,696,25.50996697
8.06,691,0,25,8,280,36,46,19,449,23.85100594
7.87,699,0,47,6,245,50,29,43,454,26.54738041
7.48,1045,0,112,18,455,120,38,28,679,26.89400233
7.29,1185,0,135,40,340,106,18,108,770,24.2484273
7.45,1010,0,92,10,385,106,29,54,657,26.03814072
7.44,607,0,20,8,250,64,22,21,395,23.09114153
7.41,1262,0,193,29,535,121,57,43,820,27.02758332
7.46,790,0,85,10,325,80,30,30,514,27.93858132
7.39,1553,0,167,18,635,168,52,63,1009,27.88059136
7.23,800,0,70,22,310,106,11,40,520,27.75246627
7.43,455,0,15,18,162,46,11,29,296,25.17713467
7.7,1305,0,297,17,490,120,46,72,848,24.34823792
7.4,1625,0,267,20,680,174,60,59,1056,25.62521616
7.45,1285,0,170,8,480,110,50,73,835,26.51589241
7.19,2265,0,250,195,960,292,56,48,1472,26.83575863
7.38,1405,0,132,21,465,102,51,96,913,26.0733143
7.39,1010,0,57,6,370,92,34,60,657,25.73958388
7.42,985,0,100,20,360,98,28,58,640,24.54941748
7.23,1075,0,120,8,495,114,51,22,699,25.18173291
7.55,842,0,82,9,280,48,39,62,547,27.89656034
7.27,1115,0,130,17,435,134,24,55,725,25.78063145
